,0
Annual return,0.21323648466895406
Cumulative returns,0.29497206392503617
Annual volatility,0.11113681880243545
Sharpe ratio,1.8005183891833585
Calmar ratio,3.860791236870943
Stability,0.9537515747912293
Max drawdown,-0.055231291097152385
Omega ratio,1.3702027199749507
Sortino ratio,2.6776318937491426
Skew,
Kurtosis,
Tail ratio,1.0927200342065773
Daily value at risk,-0.013207860010634814
