,0
Annual return,0.18969968652822256
Cumulative returns,0.26148614238936774
Annual volatility,0.11461595348733347
Sharpe ratio,1.5775278502117294
Calmar ratio,3.2013783621129828
Stability,0.8789067116034369
Max drawdown,-0.05925562837971343
Omega ratio,1.3224842441731341
Sortino ratio,2.5036726676296204
Skew,
Kurtosis,
Tail ratio,0.9865593623001251
Daily value at risk,-0.013722753380125107
