,0
Annual return,0.09282037139835642
Cumulative returns,0.12603359436349337
Annual volatility,0.07994586036701361
Sharpe ratio,1.1536256413254018
Calmar ratio,1.3334464796798702
Stability,0.9011385098268454
Max drawdown,-0.06960937151421365
Omega ratio,1.2380080182034618
Sortino ratio,1.6993023466489903
Skew,
Kurtosis,
Tail ratio,1.094081172579399
Daily value at risk,-0.009706249143354556
