,0
Annual return,0.10866151744359231
Cumulative returns,0.1479150181725084
Annual volatility,0.07460492040659678
Sharpe ratio,1.42429375107366
Calmar ratio,2.224268181082482
Stability,0.898102825141088
Max drawdown,-0.04885270506846443
Omega ratio,1.2978918259640935
Sortino ratio,2.0593468903997167
Skew,
Kurtosis,
Tail ratio,1.0831616723023552
Daily value at risk,-0.008977672499194487
